date,msg,poland,ukraine,belarus,moldova,hungary,slovakia,romania,latvia,estonia,germany,russia,lithuania,czechia,italy,austria,denmark,sweden,finland,ireland,france,turkey,spain,portugal,slovenia,netherlands,belgium,bulgaria,croatia,united kingdom,macedonia,serbia,bosnia,switzerland,greece,luxembourg,iceland,malta,norway,montenegro,cyprus,albania
2022-06-29,2067.0,299.0,0.0,10.0,19.0,7.0,6.0,24.0,13.0,0.0,218.0,24.0,8.0,49.0,41.0,14.0,3.0,1.0,5.0,6.0,36.0,10.0,35.0,4.0,2.0,41.0,10.0,21.0,5.0,8.0,0.0,1.0,0.0,14.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0
2022-06-30,2055.0,301.0,0.0,11.0,17.0,6.0,6.0,25.0,18.0,0.0,211.0,24.0,9.0,48.0,38.0,15.0,3.0,0.0,5.0,6.0,33.0,11.0,35.0,4.0,2.0,42.0,9.0,22.0,5.0,12.0,0.0,1.0,0.0,16.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2022-07-01,2092.0,300.0,0.0,10.0,23.0,4.0,5.0,26.0,18.0,0.0,211.0,27.0,8.0,53.0,38.0,17.0,2.0,0.0,3.0,6.0,31.0,10.0,36.0,4.0,1.0,44.0,9.0,26.0,5.0,12.0,0.0,1.0,0.0,16.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2022-07-02,2011.0,291.0,0.0,11.0,24.0,3.0,5.0,26.0,17.0,0.0,201.0,29.0,7.0,52.0,38.0,15.0,2.0,0.0,4.0,6.0,27.0,8.0,35.0,3.0,1.0,43.0,7.0,26.0,5.0,12.0,0.0,1.0,0.0,15.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0
2022-07-03,2029.0,294.0,0.0,11.0,24.0,3.0,5.0,26.0,16.0,0.0,198.0,31.0,6.0,53.0,43.0,14.0,1.0,0.0,4.0,6.0,27.0,8.0,38.0,3.0,1.0,45.0,7.0,27.0,5.0,12.0,0.0,1.0,0.0,15.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2022-07-04,2012.0,296.0,0.0,11.0,24.0,3.0,5.0,26.0,16.0,1.0,199.0,31.0,8.0,51.0,42.0,11.0,1.0,0.0,4.0,6.0,27.0,8.0,38.0,3.0,1.0,46.0,7.0,29.0,4.0,12.0,0.0,1.0,0.0,15.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2022-07-05,2000.0,297.0,0.0,8.0,24.0,6.0,5.0,27.0,17.0,1.0,199.0,31.0,10.0,55.0,42.0,13.0,1.0,0.0,5.0,6.0,27.0,7.0,39.0,4.0,1.0,48.0,8.0,31.0,4.0,11.0,0.0,1.0,0.0,18.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2022-07-06,1923.0,283.0,0.0,4.0,24.0,6.0,5.0,25.0,16.0,1.0,201.0,29.0,9.0,55.0,43.0,15.0,1.0,0.0,4.0,6.0,23.0,7.0,37.0,3.0,1.0,45.0,9.0,29.0,4.0,11.0,0.0,1.0,0.0,19.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2022-07-07,1813.0,277.0,0.0,3.0,24.0,6.0,6.0,23.0,16.0,1.0,194.0,31.0,9.0,51.0,40.0,15.0,1.0,0.0,3.0,6.0,19.0,7.0,36.0,3.0,1.0,41.0,9.0,28.0,3.0,10.0,0.0,1.0,0.0,19.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2022-07-08,1833.0,282.0,0.0,5.0,23.0,5.0,5.0,21.0,16.0,1.0,201.0,34.0,11.0,52.0,40.0,16.0,1.0,0.0,3.0,6.0,24.0,7.0,38.0,5.0,1.0,43.0,9.0,29.0,3.0,9.0,0.0,1.0,0.0,16.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2022-07-09,1827.0,281.0,0.0,5.0,22.0,5.0,6.0,20.0,15.0,1.0,203.0,35.0,10.0,55.0,43.0,16.0,1.0,0.0,2.0,7.0,24.0,10.0,38.0,5.0,1.0,46.0,9.0,27.0,4.0,11.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
2022-07-10,1872.0,297.0,0.0,6.0,20.0,5.0,7.0,22.0,14.0,1.0,228.0,34.0,10.0,55.0,43.0,16.0,1.0,0.0,2.0,7.0,26.0,12.0,39.0,6.0,1.0,43.0,9.0,25.0,4.0,10.0,0.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0
2022-07-11,1886.0,294.0,0.0,7.0,21.0,5.0,8.0,21.0,14.0,1.0,230.0,32.0,10.0,57.0,45.0,16.0,1.0,0.0,2.0,8.0,25.0,12.0,38.0,6.0,1.0,40.0,9.0,25.0,4.0,10.0,0.0,0.0,0.0,15.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0
2022-07-12,1855.0,280.0,0.0,8.0,22.0,5.0,10.0,23.0,18.0,1.0,228.0,30.0,11.0,50.0,43.0,19.0,0.0,0.0,2.0,5.0,21.0,11.0,39.0,6.0,2.0,44.0,9.0,22.0,4.0,17.0,0.0,1.0,0.0,16.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
2022-07-13,1843.0,269.0,0.0,8.0,17.0,6.0,11.0,23.0,16.0,1.0,232.0,31.0,10.0,50.0,41.0,18.0,1.0,0.0,2.0,6.0,23.0,10.0,41.0,7.0,1.0,42.0,9.0,20.0,4.0,19.0,0.0,1.0,0.0,14.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
2022-07-14,1737.0,254.0,0.0,7.0,14.0,6.0,11.0,20.0,15.0,1.0,221.0,30.0,10.0,46.0,38.0,16.0,1.0,0.0,2.0,5.0,20.0,10.0,42.0,6.0,1.0,38.0,9.0,21.0,3.0,19.0,0.0,1.0,0.0,12.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-07-15,1704.0,242.0,0.0,6.0,16.0,6.0,11.0,19.0,10.0,1.0,220.0,28.0,9.0,47.0,44.0,15.0,1.0,0.0,2.0,7.0,23.0,9.0,45.0,6.0,1.0,34.0,9.0,20.0,3.0,15.0,0.0,1.0,0.0,10.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-07-16,1595.0,223.0,0.0,6.0,12.0,6.0,12.0,16.0,9.0,1.0,209.0,23.0,9.0,39.0,41.0,13.0,1.0,0.0,2.0,7.0,23.0,9.0,41.0,6.0,1.0,31.0,9.0,16.0,3.0,14.0,0.0,1.0,0.0,7.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-07-17,1567.0,209.0,0.0,6.0,12.0,6.0,11.0,16.0,9.0,1.0,209.0,22.0,9.0,37.0,39.0,13.0,1.0,0.0,1.0,7.0,22.0,9.0,39.0,6.0,1.0,32.0,9.0,15.0,3.0,14.0,0.0,1.0,0.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-07-18,1517.0,204.0,0.0,7.0,12.0,6.0,12.0,15.0,9.0,1.0,212.0,20.0,8.0,40.0,34.0,14.0,1.0,0.0,1.0,7.0,25.0,9.0,38.0,6.0,1.0,30.0,8.0,14.0,3.0,14.0,0.0,1.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-07-19,1511.0,198.0,0.0,7.0,12.0,7.0,12.0,15.0,9.0,0.0,217.0,20.0,5.0,42.0,36.0,15.0,1.0,0.0,2.0,7.0,26.0,11.0,37.0,6.0,1.0,28.0,8.0,14.0,3.0,14.0,0.0,1.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-07-20,1475.0,194.0,0.0,7.0,11.0,4.0,11.0,13.0,8.0,0.0,209.0,20.0,3.0,35.0,30.0,15.0,1.0,0.0,1.0,8.0,22.0,11.0,32.0,5.0,1.0,26.0,7.0,12.0,3.0,13.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-07-21,1521.0,211.0,0.0,7.0,12.0,4.0,11.0,14.0,9.0,0.0,209.0,17.0,5.0,35.0,31.0,14.0,1.0,0.0,1.0,10.0,23.0,11.0,32.0,5.0,1.0,27.0,7.0,12.0,3.0,13.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-07-22,1576.0,215.0,0.0,8.0,11.0,5.0,11.0,15.0,9.0,0.0,210.0,17.0,9.0,36.0,33.0,16.0,3.0,0.0,2.0,10.0,28.0,12.0,33.0,6.0,1.0,25.0,8.0,14.0,3.0,13.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0
2022-07-23,1507.0,200.0,0.0,6.0,10.0,5.0,11.0,15.0,9.0,0.0,198.0,14.0,7.0,34.0,29.0,15.0,3.0,0.0,2.0,10.0,24.0,12.0,30.0,4.0,1.0,22.0,7.0,12.0,3.0,13.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0
2022-07-24,1446.0,186.0,0.0,6.0,10.0,4.0,9.0,14.0,8.0,0.0,188.0,15.0,8.0,30.0,28.0,14.0,3.0,0.0,2.0,9.0,26.0,8.0,30.0,4.0,1.0,19.0,6.0,11.0,2.0,11.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0
2022-07-25,1318.0,168.0,0.0,5.0,10.0,4.0,8.0,11.0,8.0,0.0,153.0,14.0,8.0,27.0,29.0,13.0,3.0,0.0,2.0,9.0,25.0,6.0,29.0,3.0,1.0,17.0,5.0,11.0,2.0,11.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
2022-07-26,1274.0,167.0,0.0,4.0,10.0,5.0,8.0,12.0,8.0,0.0,157.0,14.0,8.0,22.0,29.0,12.0,3.0,0.0,2.0,9.0,26.0,6.0,27.0,3.0,1.0,22.0,6.0,11.0,2.0,11.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
2022-07-27,1256.0,167.0,0.0,3.0,9.0,6.0,8.0,7.0,3.0,0.0,158.0,15.0,7.0,30.0,32.0,13.0,3.0,1.0,2.0,8.0,27.0,7.0,27.0,3.0,0.0,24.0,5.0,10.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
2022-07-28,1248.0,171.0,0.0,3.0,10.0,5.0,8.0,8.0,3.0,0.0,157.0,15.0,7.0,30.0,30.0,14.0,2.0,1.0,2.0,7.0,24.0,7.0,27.0,1.0,0.0,23.0,5.0,10.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
2022-07-29,1227.0,163.0,0.0,4.0,10.0,5.0,9.0,8.0,3.0,0.0,159.0,15.0,7.0,31.0,33.0,15.0,2.0,1.0,2.0,7.0,24.0,7.0,30.0,1.0,0.0,23.0,3.0,10.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-07-30,1155.0,159.0,0.0,4.0,8.0,5.0,9.0,8.0,6.0,0.0,156.0,14.0,8.0,29.0,26.0,14.0,2.0,1.0,2.0,5.0,21.0,9.0,26.0,1.0,0.0,24.0,4.0,13.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-07-31,1126.0,160.0,0.0,4.0,8.0,5.0,9.0,8.0,6.0,0.0,152.0,13.0,8.0,33.0,24.0,15.0,2.0,1.0,2.0,5.0,22.0,10.0,29.0,1.0,0.0,27.0,5.0,13.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-08-01,1119.0,164.0,0.0,3.0,8.0,5.0,9.0,8.0,6.0,0.0,150.0,12.0,8.0,32.0,24.0,17.0,2.0,1.0,2.0,5.0,22.0,10.0,30.0,2.0,0.0,26.0,5.0,13.0,0.0,3.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-08-02,1168.0,173.0,0.0,2.0,11.0,5.0,8.0,11.0,6.0,0.0,153.0,14.0,10.0,30.0,24.0,17.0,3.0,1.0,2.0,5.0,20.0,13.0,33.0,2.0,0.0,26.0,6.0,15.0,1.0,4.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
2022-08-03,1173.0,175.0,0.0,2.0,13.0,4.0,8.0,11.0,6.0,0.0,147.0,15.0,10.0,28.0,22.0,17.0,3.0,1.0,1.0,5.0,19.0,11.0,35.0,2.0,0.0,27.0,6.0,14.0,1.0,4.0,0.0,2.0,0.0,9.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
2022-08-04,1168.0,176.0,0.0,2.0,14.0,4.0,8.0,12.0,6.0,0.0,148.0,14.0,10.0,31.0,27.0,17.0,3.0,2.0,1.0,5.0,24.0,11.0,37.0,2.0,0.0,26.0,7.0,17.0,2.0,4.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-08-05,1121.0,167.0,0.0,2.0,13.0,4.0,11.0,12.0,5.0,0.0,138.0,13.0,8.0,28.0,28.0,16.0,3.0,2.0,1.0,3.0,24.0,11.0,39.0,2.0,0.0,26.0,6.0,17.0,2.0,7.0,0.0,2.0,0.0,8.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0
2022-08-06,1116.0,171.0,0.0,2.0,13.0,4.0,12.0,12.0,4.0,0.0,141.0,10.0,5.0,31.0,29.0,14.0,1.0,2.0,0.0,3.0,23.0,10.0,40.0,1.0,0.0,29.0,7.0,15.0,2.0,9.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-08-07,1169.0,180.0,0.0,2.0,13.0,4.0,14.0,13.0,7.0,0.0,144.0,9.0,5.0,35.0,32.0,15.0,1.0,2.0,1.0,3.0,23.0,10.0,40.0,1.0,0.0,33.0,8.0,15.0,3.0,9.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
2022-08-08,1204.0,192.0,0.0,2.0,15.0,4.0,15.0,13.0,8.0,0.0,149.0,7.0,4.0,37.0,30.0,15.0,2.0,2.0,1.0,3.0,20.0,10.0,42.0,1.0,0.0,39.0,8.0,15.0,3.0,10.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
2022-08-09,1249.0,197.0,0.0,2.0,15.0,4.0,15.0,13.0,7.0,0.0,158.0,11.0,4.0,40.0,31.0,15.0,3.0,2.0,1.0,3.0,20.0,10.0,43.0,1.0,0.0,40.0,9.0,16.0,3.0,10.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
2022-08-10,1226.0,192.0,0.0,2.0,14.0,3.0,16.0,12.0,7.0,0.0,153.0,11.0,4.0,41.0,28.0,14.0,3.0,2.0,1.0,2.0,20.0,10.0,43.0,1.0,0.0,34.0,8.0,15.0,3.0,10.0,0.0,3.0,0.0,7.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-08-11,1176.0,195.0,0.0,2.0,17.0,2.0,13.0,12.0,7.0,0.0,136.0,9.0,4.0,35.0,25.0,10.0,3.0,2.0,1.0,1.0,20.0,10.0,42.0,1.0,0.0,27.0,8.0,14.0,3.0,10.0,0.0,3.0,0.0,7.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-08-12,1176.0,193.0,0.0,2.0,18.0,3.0,13.0,11.0,7.0,0.0,133.0,8.0,4.0,34.0,26.0,10.0,3.0,2.0,1.0,1.0,20.0,8.0,39.0,1.0,0.0,28.0,8.0,14.0,3.0,11.0,0.0,3.0,0.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-08-13,1171.0,201.0,0.0,1.0,20.0,4.0,12.0,13.0,9.0,0.0,131.0,8.0,5.0,34.0,23.0,10.0,3.0,2.0,1.0,1.0,20.0,8.0,38.0,1.0,0.0,28.0,9.0,13.0,3.0,11.0,0.0,3.0,0.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-08-14,1179.0,199.0,0.0,1.0,22.0,4.0,12.0,13.0,6.0,0.0,132.0,7.0,4.0,36.0,23.0,10.0,4.0,2.0,1.0,1.0,21.0,6.0,38.0,1.0,0.0,29.0,8.0,10.0,3.0,13.0,0.0,3.0,0.0,6.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0
2022-08-15,1223.0,204.0,0.0,1.0,20.0,4.0,12.0,13.0,6.0,0.0,134.0,7.0,5.0,35.0,23.0,11.0,5.0,2.0,1.0,1.0,21.0,5.0,36.0,1.0,0.0,26.0,8.0,10.0,3.0,13.0,0.0,3.0,0.0,6.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0
2022-08-16,1271.0,208.0,0.0,1.0,20.0,5.0,13.0,16.0,6.0,0.0,136.0,9.0,5.0,37.0,23.0,12.0,6.0,2.0,1.0,1.0,23.0,5.0,36.0,0.0,0.0,26.0,8.0,10.0,3.0,13.0,0.0,2.0,0.0,6.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0
2022-08-17,1214.0,196.0,0.0,2.0,17.0,5.0,14.0,13.0,6.0,0.0,133.0,8.0,4.0,38.0,23.0,11.0,5.0,2.0,1.0,2.0,24.0,2.0,31.0,0.0,0.0,25.0,7.0,8.0,2.0,13.0,0.0,1.0,0.0,8.0,1.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0
2022-08-18,1187.0,196.0,0.0,2.0,15.0,6.0,14.0,11.0,6.0,0.0,137.0,9.0,4.0,40.0,24.0,10.0,5.0,2.0,1.0,3.0,27.0,2.0,29.0,0.0,0.0,24.0,7.0,6.0,2.0,13.0,0.0,1.0,0.0,7.0,1.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0
2022-08-19,1139.0,187.0,0.0,2.0,14.0,5.0,14.0,10.0,6.0,0.0,131.0,10.0,4.0,37.0,19.0,9.0,5.0,1.0,1.0,2.0,23.0,3.0,28.0,0.0,0.0,23.0,7.0,3.0,1.0,13.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0
2022-08-20,1112.0,181.0,0.0,2.0,14.0,6.0,11.0,10.0,6.0,0.0,133.0,10.0,4.0,37.0,18.0,9.0,5.0,1.0,1.0,2.0,25.0,3.0,27.0,0.0,0.0,24.0,8.0,4.0,1.0,12.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
2022-08-21,1060.0,174.0,0.0,1.0,14.0,5.0,9.0,8.0,7.0,1.0,130.0,11.0,4.0,34.0,15.0,9.0,5.0,1.0,1.0,2.0,22.0,3.0,25.0,0.0,0.0,22.0,6.0,5.0,1.0,10.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
2022-08-22,1058.0,175.0,0.0,3.0,15.0,8.0,8.0,10.0,8.0,1.0,139.0,14.0,5.0,31.0,15.0,9.0,5.0,1.0,2.0,3.0,24.0,4.0,27.0,1.0,1.0,19.0,6.0,6.0,2.0,11.0,1.0,4.0,1.0,5.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0
2022-08-23,1021.0,175.0,0.0,3.0,13.0,9.0,7.0,10.0,7.0,1.0,142.0,14.0,5.0,31.0,21.0,11.0,4.0,1.0,2.0,4.0,26.0,4.0,24.0,1.0,1.0,13.0,6.0,7.0,2.0,10.0,1.0,4.0,1.0,6.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0
2022-08-24,976.0,174.0,0.0,3.0,15.0,9.0,7.0,11.0,7.0,1.0,140.0,10.0,5.0,30.0,19.0,12.0,3.0,1.0,2.0,4.0,27.0,4.0,22.0,1.0,1.0,11.0,5.0,7.0,2.0,10.0,1.0,4.0,1.0,6.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0
2022-08-25,983.0,177.0,0.0,3.0,15.0,9.0,5.0,11.0,7.0,1.0,136.0,10.0,5.0,29.0,21.0,13.0,3.0,1.0,2.0,4.0,27.0,4.0,23.0,1.0,1.0,12.0,6.0,7.0,2.0,11.0,1.0,3.0,1.0,6.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0
2022-08-26,969.0,166.0,0.0,3.0,12.0,11.0,6.0,12.0,8.0,1.0,146.0,10.0,6.0,28.0,21.0,13.0,3.0,0.0,2.0,4.0,28.0,2.0,26.0,1.0,1.0,15.0,6.0,8.0,2.0,10.0,1.0,3.0,1.0,6.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0
2022-08-27,975.0,162.0,0.0,4.0,10.0,10.0,5.0,12.0,8.0,1.0,153.0,12.0,6.0,30.0,19.0,12.0,3.0,0.0,2.0,5.0,30.0,2.0,30.0,1.0,1.0,17.0,10.0,7.0,2.0,7.0,1.0,3.0,1.0,9.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0
2022-08-28,1021.0,154.0,0.0,4.0,9.0,11.0,5.0,11.0,8.0,3.0,169.0,12.0,6.0,31.0,21.0,12.0,3.0,1.0,3.0,6.0,33.0,4.0,33.0,2.0,1.0,20.0,11.0,8.0,4.0,8.0,1.0,4.0,2.0,12.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0
2022-08-29,1019.0,152.0,0.0,4.0,7.0,11.0,5.0,11.0,8.0,3.0,169.0,13.0,7.0,28.0,20.0,12.0,2.0,1.0,3.0,6.0,32.0,4.0,34.0,2.0,1.0,19.0,12.0,9.0,4.0,6.0,1.0,4.0,2.0,12.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0
2022-08-30,990.0,143.0,0.0,4.0,9.0,11.0,4.0,12.0,9.0,3.0,178.0,15.0,7.0,26.0,23.0,10.0,1.0,1.0,3.0,6.0,34.0,6.0,37.0,2.0,1.0,21.0,12.0,9.0,4.0,6.0,1.0,4.0,2.0,13.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0
2022-08-31,943.0,146.0,0.0,4.0,8.0,10.0,3.0,9.0,9.0,3.0,177.0,14.0,7.0,23.0,26.0,8.0,0.0,1.0,3.0,6.0,35.0,6.0,39.0,3.0,1.0,28.0,12.0,8.0,4.0,6.0,1.0,4.0,2.0,12.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0
2022-09-01,952.0,155.0,0.0,3.0,8.0,10.0,2.0,9.0,9.0,3.0,167.0,15.0,6.0,23.0,27.0,9.0,0.0,1.0,3.0,5.0,33.0,6.0,39.0,3.0,1.0,36.0,12.0,8.0,4.0,5.0,1.0,4.0,2.0,9.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
2022-09-02,990.0,160.0,0.0,3.0,7.0,10.0,2.0,9.0,9.0,3.0,166.0,13.0,6.0,22.0,26.0,10.0,0.0,1.0,3.0,4.0,31.0,7.0,37.0,3.0,1.0,41.0,12.0,8.0,5.0,5.0,1.0,4.0,2.0,9.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
2022-09-03,1031.0,160.0,0.0,3.0,7.0,10.0,3.0,9.0,9.0,3.0,170.0,12.0,6.0,22.0,29.0,9.0,0.0,1.0,4.0,4.0,31.0,6.0,38.0,3.0,1.0,43.0,15.0,9.0,5.0,5.0,1.0,4.0,2.0,9.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
2022-09-04,1047.0,161.0,0.0,3.0,7.0,9.0,4.0,9.0,9.0,3.0,173.0,12.0,6.0,22.0,27.0,11.0,0.0,1.0,5.0,4.0,29.0,6.0,36.0,3.0,1.0,43.0,15.0,9.0,5.0,3.0,1.0,4.0,2.0,10.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0
2022-09-05,1055.0,156.0,0.0,3.0,8.0,9.0,4.0,10.0,8.0,2.0,173.0,12.0,5.0,22.0,27.0,12.0,0.0,1.0,5.0,4.0,32.0,8.0,36.0,3.0,1.0,47.0,17.0,8.0,5.0,4.0,1.0,4.0,2.0,10.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0
2022-09-06,1005.0,147.0,0.0,1.0,8.0,6.0,3.0,8.0,4.0,2.0,162.0,9.0,7.0,21.0,25.0,11.0,0.0,1.0,3.0,3.0,29.0,7.0,36.0,2.0,0.0,49.0,16.0,7.0,3.0,3.0,0.0,1.0,1.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-09-07,995.0,139.0,0.0,1.0,8.0,5.0,3.0,9.0,4.0,2.0,162.0,10.0,8.0,21.0,19.0,10.0,0.0,1.0,3.0,2.0,27.0,8.0,37.0,2.0,0.0,54.0,17.0,7.0,3.0,4.0,0.0,1.0,1.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-09-08,1008.0,136.0,0.0,1.0,6.0,5.0,3.0,8.0,4.0,2.0,156.0,10.0,8.0,23.0,20.0,9.0,0.0,1.0,3.0,2.0,27.0,8.0,38.0,2.0,1.0,59.0,20.0,6.0,3.0,4.0,0.0,1.0,1.0,10.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-09-09,971.0,128.0,0.0,1.0,7.0,6.0,3.0,10.0,5.0,2.0,156.0,10.0,9.0,24.0,19.0,9.0,0.0,1.0,3.0,2.0,26.0,9.0,37.0,2.0,1.0,58.0,20.0,7.0,3.0,3.0,0.0,1.0,1.0,10.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-09-10,948.0,126.0,0.0,1.0,8.0,6.0,2.0,10.0,4.0,3.0,148.0,10.0,8.0,24.0,20.0,9.0,0.0,1.0,3.0,2.0,24.0,9.0,33.0,2.0,1.0,59.0,20.0,6.0,3.0,3.0,0.0,1.0,1.0,11.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2022-09-11,918.0,124.0,0.0,0.0,10.0,6.0,2.0,11.0,4.0,3.0,141.0,8.0,8.0,20.0,21.0,10.0,0.0,1.0,3.0,1.0,21.0,9.0,28.0,2.0,1.0,55.0,16.0,6.0,3.0,3.0,0.0,1.0,1.0,8.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2022-09-12,843.0,122.0,0.0,0.0,9.0,4.0,2.0,10.0,2.0,1.0,121.0,8.0,7.0,18.0,19.0,10.0,0.0,0.0,3.0,0.0,17.0,7.0,24.0,1.0,1.0,52.0,14.0,5.0,1.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2022-09-13,845.0,122.0,0.0,1.0,10.0,5.0,3.0,13.0,2.0,1.0,115.0,7.0,6.0,18.0,20.0,10.0,0.0,0.0,3.0,0.0,16.0,7.0,22.0,1.0,1.0,51.0,13.0,5.0,1.0,2.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2022-09-14,809.0,122.0,0.0,1.0,8.0,5.0,3.0,12.0,1.0,1.0,103.0,6.0,5.0,17.0,17.0,10.0,0.0,0.0,3.0,0.0,12.0,5.0,18.0,1.0,1.0,49.0,12.0,5.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
